screen_id,category,total_elements,clickable_elements
68693,food,21,2
38850,other,17,3
20605,health,41,6
1358,other,31,6
16796,travel,41,11
32213,other,12,3
23806,other,29,8
22815,other,26,4
37218,other,47,9
8931,other,29,5
46672,other,19,6
57756,other,13,2
58279,other,74,4
45795,productivity,21,4
27770,other,65,10
53711,other,30,10
28886,other,22,2
29879,other,59,14
25932,other,53,6
16432,utility,17,4
13297,other,14,1
36169,other,16,2
47795,news,24,5
46385,other,48,8
65444,other,88,20
42598,health,47,9
20364,other,12,2
13639,other,78,19
34127,other,71,6
10228,news,72,7
38415,other,48,8
15880,other,65,15
29701,other,39,8
64406,games,48,7
53803,other,28,7
51280,other,56,15
49598,travel,28,3
41846,travel,88,9
23408,health,22,2
1650,news,43,9
11695,health,46,12
71082,finance,14,4
21543,food,76,6
52139,social,112,16
29536,other,63,22
15472,other,14,5
8977,other,80,19
65689,utility,44,9
17740,other,52,22
30579,social,6,1
61842,other,41,6
36465,other,27,2
41246,other,87,13
42470,other,17,3
69033,other,26,1
53744,travel,42,6
69724,other,16,2
16118,food,5,1
5238,news,71,15
46046,other,102,18
35814,other,59,6
2250,other,21,1
34758,other,59,19
68410,health,8,1
35400,travel,63,23
3466,other,19,2
22601,other,30,5
70894,other,22,13
12969,other,91,25
27648,other,45,15
7262,other,32,7
40857,other,27,9
27654,other,53,15
25155,other,137,7
65262,travel,56,2
27991,other,28,5
47324,social,7,2
14106,food,18,3
2016,other,55,15
59729,other,5,1
56127,games,91,11
54194,other,25,3
1648,news,23,1
70811,shopping,33,1
54233,other,24,5
33018,other,15,1
63331,games,41,6
45877,other,33,3
37525,other,72,7
60004,other,111,15
48940,other,6,1
25236,games,21,7
46641,other,15,2
69621,other,46,10
65505,other,71,2
35789,other,39,5
64029,other,24,5
8703,travel,22,5
37834,other,18,2
45507,health,77,12
55489,other,22,3
67165,other,25,4
41491,other,33,7
7039,other,54,9
6816,social,7,1
25816,other,17,2
41592,food,66,9
29970,news,37,16
15290,other,14,1
36285,other,9,2
66345,other,72,12
57273,travel,112,20
1229,other,21,2
43291,other,82,3
47761,other,42,2
44251,other,98,17
62828,other,14,3
47777,productivity,52,19
54812,other,36,7
50963,other,36,4
19908,other,100,10
1805,other,21,6
60048,other,45,6
39822,other,178,57
21675,utility,88,16
21281,other,23,6
24209,shopping,29,9
63349,games,46,12
22981,other,90,18
18442,other,27,7
12849,other,52,6
38146,other,71,14
15253,other,52,11
8323,utility,42,8
38958,finance,23,1
23560,news,44,9
64310,utility,122,13
768,other,10,5
19935,other,62,11
9909,other,18,2
49274,other,19,6
27247,other,31,5
31358,other,29,6
58100,other,11,2
9312,games,11,1
14476,other,34,9
15820,other,16,5
35852,other,32,2
46818,social,5,1
36459,other,92,30
46548,other,19,5
31858,social,30,4
66514,other,14,2
28522,other,12,3
44424,social,7,1
40403,other,61,10
69921,travel,25,4
10823,other,88,9
61950,games,18,2
56378,other,44,12
51136,news,25,6
71107,games,26,4
44609,other,73,11
61646,other,64,9
37892,other,41,5
17554,other,28,8
9176,other,16,2
20049,other,30,5
19956,other,33,4
47474,other,23,2
70342,utility,16,6
48500,other,124,22
60121,social,49,4
71557,social,21,3
17100,other,51,13
47232,other,6,1
61517,other,55,10
16752,other,18,2
61897,other,30,5
29175,other,25,6
6720,other,53,8
71123,other,63,7
68063,other,28,11
33022,other,76,15
67899,news,19,2
37317,other,17,3
27703,productivity,18,3
35509,social,74,11
53285,games,51,5
4222,other,28,3
4781,food,48,9
50208,other,28,4
41383,other,166,56
71491,other,68,12
21634,other,28,1
2847,other,74,11
36806,shopping,20,4
19651,other,59,11
50784,other,15,2
5018,other,31,8
55012,other,84,14
55946,other,51,9
36720,other,25,6
12609,other,17,1
951,other,7,2
68683,other,15,2
67993,social,7,1
32238,utility,101,6
55704,other,52,6
25934,other,50,7
13275,other,43,8
59315,other,17,7
41529,other,34,7
27992,food,50,7
34842,shopping,42,15
11333,other,79,8
32632,utility,8,2
63962,productivity,85,27
62385,other,30,7
30230,other,16,4
30748,travel,57,15
28806,other,5,1
7572,other,33,7
42645,other,84,23
66610,other,54,12
5611,other,31,7
71022,other,93,3
16573,news,8,3
70222,other,47,20
25268,other,29,6
18971,utility,27,3
30066,travel,32,11
59185,other,19,4
7822,other,18,5
61160,other,53,3
64528,other,71,14
31434,other,58,2
28041,other,58,2
58202,travel,17,3
37694,utility,87,13
71115,other,8,2
52723,other,17,4
15992,other,41,1
22687,travel,23,6
3937,other,38,6
24178,utility,49,12
64411,games,78,13
37082,other,27,8
59004,food,49,15
4214,other,27,5
60191,other,9,2
44232,other,136,5
67183,other,38,8
9745,other,60,9
6420,other,63,10
13755,other,61,18
44155,other,24,8
6225,other,30,9
9837,travel,42,6
14388,other,13,2
30758,social,45,9
56953,other,12,2
43598,other,48,2
36831,other,24,3
19063,other,20,6
61577,games,26,7
66183,utility,76,15
44721,other,23,7
8468,games,51,2
47600,other,20,7
9058,shopping,26,3
21738,other,11,4
22983,other,89,17
67686,other,16,2
64987,shopping,19,1
23480,other,49,7
65256,other,24,8
71142,other,22,4
26680,other,16,2
12182,other,25,3
40302,food,32,4
13356,other,50,6
34097,other,20,2
56636,news,44,12
23375,games,30,5
28356,other,84,33
71740,health,85,2
64371,other,15,5
40796,other,12,2
43498,other,66,8
36433,other,82,15
51967,other,19,5
18284,food,43,12
55035,social,45,2
12019,other,6,1
8548,other,18,2
34843,shopping,81,9
42451,other,45,7
49207,other,40,7
39639,social,125,22
22,other,25,4
67391,utility,27,3
71727,other,39,4
48765,games,26,5
7960,news,51,11
33401,other,16,3
33046,other,46,13
21020,other,39,17
65297,other,14,2
69010,other,19,5
27327,other,5,1
8618,other,19,5
64856,utility,39,4
55601,other,6,1
8357,other,27,8
29112,other,8,3
11824,other,15,3
7595,other,23,4
13298,other,122,5
20983,other,21,4
66339,other,41,9
47823,news,14,5
61534,other,76,5
24364,other,11,1
66543,other,9,1
24855,other,79,6
52834,other,55,11
25087,other,59,4
54822,other,86,11
23887,other,43,12
28021,other,106,23
53087,other,24,4
37231,other,20,6
44027,social,7,1
11322,other,16,3
67029,other,134,33
61563,utility,57,8
60712,other,6,1
55123,other,24,1
10596,other,34,13
41448,productivity,53,11
9657,other,81,10
69051,other,103,21
21694,other,35,11
49666,utility,32,8
62854,other,18,5
1057,other,31,7
25005,other,84,5
26869,news,25,4
50161,utility,40,6
63123,travel,69,3
30387,other,142,28
57153,other,33,3
56940,utility,80,16
52488,news,64,18
28461,games,14,1
38171,news,53,3
35085,shopping,11,4
66200,other,34,9
33336,other,42,11
70931,other,56,9
7593,other,66,11
24650,shopping,41,7
40962,utility,62,12
30169,news,31,1
54793,other,126,22
44486,utility,21,3
64435,other,118,6
51171,other,20,2
36446,other,25,7
4862,other,13,2
1686,food,54,15
10497,other,77,11
43906,other,12,2
53824,other,96,19
65654,shopping,72,10
65405,other,113,16
34949,other,18,5
47156,other,29,7
52832,other,41,9
49191,other,14,2
50213,other,84,14
28958,other,49,10
29948,other,136,20
55282,other,23,5
8950,other,21,4
41939,other,30,2
14273,other,19,4
32535,other,129,48
28539,other,42,10
52303,other,92,3
31791,shopping,24,5
71913,other,88,8
28574,other,30,6
27516,news,27,2
53397,other,18,1
57047,other,68,11
6888,other,33,5
5308,other,8,3
29967,other,18,1
22718,games,10,1
20070,social,21,3
4428,shopping,6,1
60576,other,41,1
26105,other,26,3
13801,health,16,3
63146,utility,108,9
66556,news,48,5
6296,other,110,14
63457,social,7,1
49586,utility,72,7
36877,games,72,24
53707,other,30,1
72133,other,32,1
5501,other,42,10
19345,shopping,18,3
8795,other,7,1
11676,other,56,7
53345,other,26,7
71864,other,34,11
29766,other,83,14
27372,other,67,16
37828,other,33,7
36923,other,43,5
35862,news,66,4
58729,other,14,2
12327,health,44,11
48521,news,43,11
56841,other,14,2
47810,other,51,2
9717,other,61,13
22811,other,75,11
32980,other,83,15
58058,other,12,2
69604,other,20,5
24919,other,40,15
55444,news,23,1
45426,other,8,2
52147,social,22,2
61844,other,28,7
4156,other,38,14
54460,health,52,22
33972,other,20,2
71750,games,8,1
30049,other,51,13
65799,other,39,8
833,other,43,16
65497,other,29,6
53501,other,13,3
67771,other,34,2
46936,other,31,2
22237,other,84,11
29656,other,130,9
16536,other,35,3
41236,other,12,2
18551,other,33,7
59002,other,18,2
69066,other,75,7
57969,other,66,17
63341,other,50,10
46985,other,88,13
60404,other,19,5
22388,other,35,9
54944,other,36,10
32498,other,71,16
53264,other,37,8
15993,other,37,16
24910,other,16,1
9918,news,32,3
24980,other,24,1
59220,utility,253,14
6745,other,36,9
30489,other,18,2
37946,other,76,12
62043,other,17,7
68501,other,58,15
32228,news,56,10
34797,shopping,21,4
27480,other,29,4
48687,social,7,1
29671,other,15,2
40765,other,79,19
66179,news,64,10
1788,utility,27,4
41221,social,7,1
13587,other,25,6
67135,other,82,13
51895,other,33,13
48556,utility,31,16
4834,other,59,11
9379,other,16,3
14779,other,19,1
8478,other,20,1
86,other,15,2
23094,other,32,7
4319,other,88,24
18022,other,14,3
67201,utility,18,4
55006,other,17,2
35414,other,9,2
45096,other,5,1
71263,other,19,1
37471,utility,18,4
13611,other,29,4
8326,utility,50,6
6637,utility,31,3
20139,social,34,8
19184,other,56,16
23448,other,11,2
32943,other,26,9
37212,other,74,13
47651,utility,47,8
4037,other,165,11
19609,other,27,3
31108,social,16,4
66895,other,38,9
57360,other,16,3
22174,other,12,2
61478,other,35,4
15402,other,53,10
4237,other,11,2
32306,other,71,4
51679,other,63,13
21949,other,35,6
70483,other,42,5
51900,other,44,12
13876,news,44,9
10282,other,30,6
72141,other,37,6
28328,productivity,103,11
24050,other,21,4
60297,other,14,4
61125,other,48,5
2140,other,82,15
48067,other,66,10
60502,news,51,12
20695,other,8,3
42509,other,37,10
61863,other,37,10
60449,other,45,9
61529,other,11,2
15906,other,19,7
1865,other,9,1
71357,other,47,10
38821,other,23,5
51827,games,23,2
38554,other,24,3
69120,other,35,14
38529,other,19,5
41667,travel,22,1
35525,other,21,1
1028,utility,68,17
12516,shopping,75,19
4537,other,32,5
23393,utility,60,15
58328,other,63,11
34882,food,56,7
1093,other,48,6
31555,other,34,5
60027,social,20,4
65003,other,19,5
45191,other,100,2
22851,other,25,4
11173,other,40,15
54767,other,37,15
10246,other,15,1
51389,other,49,2
58505,social,7,1
2664,utility,43,6
25156,other,16,4
55938,other,47,8
69845,other,30,8
33052,other,31,9
30815,productivity,36,5
1861,games,43,4
16883,other,38,10
35540,other,26,2
43369,other,104,19
48877,other,16,6
30427,other,63,13
21272,food,33,5
14367,other,46,15
64403,news,79,15
71046,other,26,6
29925,social,7,1
2947,other,107,16
40272,other,38,7
58145,other,143,15
44460,food,36,3
49353,other,11,1
44711,utility,47,11
3263,other,36,15
38819,utility,38,6
68574,other,44,10
55471,other,88,8
18934,other,16,5
32948,social,7,1
42548,other,23,8
34015,travel,21,2
59584,other,12,2
22721,other,47,12
21124,other,63,9
63585,other,86,22
68845,other,18,2
11265,other,21,4
25296,other,20,5
25039,utility,59,4
58104,other,26,6
18768,other,53,18
24160,other,44,7
58537,other,126,15
69509,utility,71,12
48939,other,32,7
43454,other,44,12
21422,other,39,9
7007,travel,18,3
34488,other,35,13
57048,other,57,11
71530,other,30,3
62288,other,13,5
12491,other,30,7
35008,other,52,5
67780,other,7,2
52286,other,78,13
27121,other,67,11
6095,other,19,3
45433,other,66,10
51140,games,67,7
13218,news,47,2
70024,other,26,3
13180,health,9,1
5380,utility,60,13
17278,other,6,2
53204,other,60,19
65194,other,42,5
11301,utility,20,5
13198,other,82,20
55657,other,23,5
17758,utility,20,2
69143,other,11,4
39526,other,109,6
35328,other,65,23
8182,social,23,1
46240,other,4,1
26893,other,108,1
41466,games,43,1
56464,other,48,5
20333,other,25,2
23803,other,50,9
56041,other,24,5
55393,other,81,21
51612,other,43,19
10619,other,17,1
30104,other,73,11
3797,other,73,15
53782,other,82,20
16751,other,23,5
53831,other,59,10
44461,food,32,8
28109,other,31,2
51120,other,48,4
49972,other,49,5
69752,other,47,9
19172,other,49,11
37846,other,50,11
64843,other,14,2
17053,finance,86,22
43910,other,28,8
57554,other,16,2
5075,other,35,12
17876,other,11,3
2896,other,64,4
17644,games,19,4
61835,other,17,2
17143,shopping,49,8
43021,other,14,2
23347,other,57,6
7873,other,78,4
23413,other,22,3
61407,other,25,1
27629,other,68,8
64899,other,28,3
44647,other,31,7
23546,other,54,6
33937,other,28,8
56565,other,93,14
37246,finance,41,6
29751,other,17,2
2081,other,87,13
12647,other,21,5
46291,other,59,16
42939,other,12,1
23944,other,24,5
55558,other,15,1
41866,health,71,5
3218,other,38,8
25730,other,59,2
10164,other,22,3
10847,other,62,16
54446,other,21,5
15975,other,70,21
17419,other,48,16
65138,other,33,13
47938,other,26,8
54287,other,16,4
4280,other,99,11
20015,other,18,7
16043,other,137,17
61516,other,38,6
43918,utility,84,9
15024,other,50,13
71017,social,6,1
5785,utility,24,1
16798,travel,13,1
27128,other,26,6
52600,shopping,33,6
25505,other,38,16
69836,other,57,13
29791,other,66,8
27702,productivity,119,44
8149,games,48,9
13326,other,38,2
16673,other,41,9
7565,other,71,24
21797,utility,57,10
67621,other,56,4
1265,other,13,1
6624,other,29,7
29452,other,22,3
34088,other,59,4
62904,other,13,2
54768,other,33,7
30851,games,35,8
38310,other,6,1
58845,other,59,11
17766,other,95,20
16364,other,41,7
66180,other,8,3
60110,other,8,2
13052,other,117,19
9414,other,86,5
66225,news,48,8
19247,utility,53,19
53903,other,69,2
52823,other,42,10
71716,games,63,2
32017,games,57,2
33912,other,15,4
39105,other,12,2
5106,other,57,19
27973,shopping,21,8
67964,health,18,1
58473,other,74,15
1624,other,12,1
34853,shopping,16,1
638,social,7,1
32946,utility,25,3
22354,other,29,6
17634,games,54,7
7853,other,13,4
36633,other,28,4
40308,other,66,8
28222,other,59,16
65167,games,40,2
35674,other,45,2
55666,games,93,31
66145,travel,103,20
41717,other,26,5
62781,other,35,1
38022,other,70,4
52921,other,122,21
9175,other,41,12
62589,other,65,17
21259,other,21,4
17589,news,29,8
18856,other,5,1
71582,health,97,20
58048,other,54,11
13913,other,24,6
65730,other,46,6
20751,other,24,2
16965,other,98,22
3765,other,81,28
49000,other,51,4
4201,utility,17,1
62954,social,20,6
47621,news,67,16
54864,other,67,14
70554,games,106,18
22255,other,37,5
50362,other,20,5
35298,other,8,1
70763,travel,59,9
33979,utility,15,2
50364,utility,33,3
11910,games,13,1
66905,other,27,7
55286,health,38,2
68052,other,19,5
65352,social,52,8
58110,other,37,8
18724,social,18,3
42036,other,29,4
42410,other,8,2
17581,other,5,1
68551,other,64,6
37352,other,131,40
39287,games,37,2
13057,other,175,31
70211,other,46,19
27545,other,34,7
533,other,132,17
30953,other,16,3
69221,other,27,6
9924,other,16,2
67259,other,30,1
54836,other,29,5
44754,other,81,6
60704,social,12,3
59178,other,7,1
69907,other,33,7
57878,other,76,14
47371,other,38,4
25019,other,29,2
71572,other,24,7
67557,other,42,10
32659,other,38,3
44388,other,13,3
44645,other,119,8
5556,other,10,1
56388,other,12,2
50783,other,22,5
16379,other,23,5
3877,travel,45,7
53786,other,33,21
58068,other,52,11
26625,food,61,12
4195,other,36,8
33156,utility,61,14
53927,travel,70,29
54737,news,27,4
52351,other,39,4
35622,other,67,11
19986,other,31,8
65384,other,9,1
64581,other,96,13
46941,other,18,3
50457,other,29,6
70035,other,18,3
10776,other,13,2
52531,other,15,2
20596,other,44,11
43523,games,40,13
66014,other,26,4
41144,social,61,5
66218,other,48,4
42908,utility,52,5
67324,food,54,15
21156,other,68,37
15013,other,47,12
59676,utility,9,1
42647,other,52,11
31420,utility,133,26
26140,other,120,12
32201,other,20,2
857,games,53,7
13342,other,27,1
43606,other,13,2
24941,other,74,19
46451,other,17,2
71176,other,54,11
35228,other,67,5
36825,other,53,15
9464,shopping,49,8
25767,news,63,12
15283,other,20,5
40461,games,17,4
39519,social,7,1
7473,news,64,10
47870,social,7,1
39760,games,25,6
15904,other,16,6
66512,other,26,6
43066,social,24,3
397,other,30,1
3109,other,97,24
17936,other,33,1
68964,other,28,1
59284,other,11,2
53193,other,27,4
11164,social,8,1
16879,other,112,24
36834,other,19,2
37419,news,102,27
12378,other,30,10
46869,other,24,2
46348,other,118,13
1001,other,48,13
64532,other,32,6
16101,other,22,3
62268,other,12,5
49875,other,11,2
50864,other,57,12
52096,other,88,21
30325,other,88,21
43708,other,61,11
47211,other,154,39
23895,other,27,5
70155,other,114,18
54436,social,7,1
4029,other,48,3
32834,other,60,12
34279,other,27,5
71810,other,58,14
13624,other,8,3
934,other,19,7
